螺纹钢|12,Q235|12,Q235|元/吨|3140.00|2005年10月12日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3080.00|2005年10月19日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3080.00|2005年10月26日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3130.00|2005年11月2日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3100.00|2005年11月9日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3120.00|2005年11月16日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3120.00|2005年11月23日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3120.00|2005年11月30日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3100.00|2005年12月7日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3100.00|2005年12月14日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3100.00|2005年12月21日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2930.00|2005年12月28日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2910.00|2006年1月4日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2930.00|2006年1月11日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2850.00|2006年1月18日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2850.00|2006年1月25日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2850.00|2006年2月1日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2920.00|2006年2月8日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2920.00|2006年2月15日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2930.00|2006年2月22日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3420.00|2005年5月25日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3420.00|2005年6月1日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3420.00|2005年6月8日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3260.00|2005年6月15日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3220.00|2005年6月22日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3200.00|2005年6月29日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3250.00|2005年7月6日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3300.00|2005年7月13日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3380.00|2005年7月20日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3400.00|2005年7月27日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3520.00|2005年8月3日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3520.00|2005年8月10日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3450.00|2005年8月17日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3300.00|2005年8月24日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3290.00|2005年8月31日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3330.00|2005年9月7日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3250.00|2005年9月14日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3170.00|2005年9月21日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3180.00|2005年9月28日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3180.00|2005年10月5日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2970.00|2006年3月1日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|2990.00|2006年3月8日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3020.00|2006年3月15日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3080.00|2006年3月22日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3050.00|2006年3月29日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3050.00|2006年4月5日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3180.00|2006年4月12日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3180.00|2006年4月19日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3230.00|2006年4月26日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3230.00|2006年5月3日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3270.00|2006年5月10日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3270.00|2006年5月17日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3320.00|2006年5月24日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3450.00|2006年5月31日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3490.00|2006年6月7日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3490.00|2006年6月14日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3390.00|2006年6月21日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3390.00|2006年6月28日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3220.00|2006年7月5日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3140.00|2006年7月12日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3140.00|2006年7月19日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3120.00|2006年7月26日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3100.00|2006年8月2日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3120.00|2006年8月9日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3120.00|2006年8月16日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3130.00|2006年8月23日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3130.00|2006年8月30日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3320.00|2006年9月6日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3280.00|2006年9月13日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3230.00|2006年9月20日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3280.00|2006年9月27日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3280.00|2006年10月4日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3280.00|2006年10月11日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3230.00|2006年10月18日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3230.00|2006年10月25日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3230.00|2006年11月1日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3200.00|2006年11月8日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3200.00|2006年11月15日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3200.00|2006年11月22日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3150.00|2006年11月29日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3480.00|2005年1月5日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3610.00|2005年1月12日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3610.00|2005年1月19日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3610.00|2005年1月26日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3650.00|2005年2月2日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3650.00|2005年2月9日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3650.00|2005年2月16日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3650.00|2005年2月23日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3650.00|2005年3月2日|北京市|交易市场1
螺纹钢|12,Q235|12,Q235|元/吨|3750.00|2005年3月9日|北京市|交易市场1
